CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
1637	ID62_1637	25522	Unpünktlich	-3	NA		802	66	NA	NA	NA	NA	unpünktlich_negative
1637	ID62_1637	25521	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1637	ID62_1637	25520	Öffentliche Verkehrsmittel	0	NA		590	347	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1637r	ID62t2_1637	25583	Fehlende Privatsphäre	-1	NA		1165	234	NA	NA	NA	NA	Fehlende Privatsphäre
1637r	ID62t2_1637	25565	Komfort	2	NA		238	217	NA	NA	NA	NA	Komfort_positive
1637r	ID62t2_1637	25555	Entspannung	1	NA		20	343	NA	NA	NA	NA	entspannen_positive
1637r	ID62t2_1637	25554	Privatsphäre	1	NA		20	261	NA	NA	NA	NA	Privatsphäre
1637r	ID62t2_1637	25553	Flexibilität	3	NA		467	202	NA	NA	NA	NA	Flexibilität
1637r	ID62t2_1637	25552	Gutes Straßennetz	1	NA		537	26	NA	NA	NA	NA	Gutes Straßennetz
1637r	ID62t2_1637	25550	Zeitlich unflexibel	-2	NA		748	186	NA	NA	NA	NA	zeitliche Flexibilität_negative
1637r	ID62t2_1637	25547	Wertverlust	-1	NA		451	470	NA	NA	NA	NA	Wertverlust_negative
1637r	ID62t2_1637	25545	Hohe Ticketpreise	-3	NA	14:05:00	947	612	NA	NA	NA	NA	Hohe Ticketpreise
1637r	ID62t2_1637	25543	Platz für Einkäufe	1	NA		272	66	NA	NA	NA	NA	Platz für Einkäufe
1637r	ID62t2_1637	25541	Steuer- und Versicherungsabgaben	-3	NA		355	565	NA	NA	NA	NA	Steuer- und Versicherungsabgaben
1637r	ID62t2_1637	25540	Reparaturkosten	-3	NA		229	608	NA	NA	NA	NA	Reparaturkosten
1637r	ID62t2_1637	25539	Hohe Krafstoffpreise	-3	NA	14:03:02	124	546	NA	NA	NA	NA	Hohe Krafstoffpreise
1637r	ID62t2_1637	25537	Finanzielle Belastung	-3	NA	14:02:32	264	466	NA	NA	NA	NA	Finanzielle Belastung
1637r	ID62t2_1637	25536	Sicher	1	NA		25	176	NA	NA	NA	NA	sicher_positive
1637r	ID62t2_1637	25534	Zeitlich flexibel	3	NA	14:01:21	435	101	NA	NA	NA	NA	zeitlich flexibel_positive
1637r	ID62t2_1637	25533	Immer verfügbar	2	NA		604	125	NA	NA	NA	NA	Verfügbarkeit_positive
1637r	ID62t2_1637	25532	Bequem	2	NA		90	61	NA	NA	NA	NA	bequem_positive
1637r	ID62t2_1637	25530	Finanzielle Belastung	-3	NA	14:04:43	829	496	NA	NA	NA	NA	Finanzielle Belastung
1637r	ID62t2_1637	25528	Gewalttäter in öffentlichen Verkehrsmitteln	-3	NA		1082	121	NA	NA	NA	NA	Gewalttäter in öffentlichen Verkehrsmitteln
1637r	ID62t2_1637	25527	Gefährlich	-3	NA	13:59:38	963	237	NA	NA	NA	NA	Gefährlich
1637r	ID62t2_1637	25526	Überfüllt	-3	NA	13:58:52	895	364	NA	NA	NA	NA	überfüllt_negative
1637r	ID62t2_1637	25525	Zu wenig Platz	-2	NA		1146	326	NA	NA	NA	NA	wenig Platz_negative
1637r	ID62t2_1637	25523	Infektionsgefahr	-3	NA	13:58:42	1127	466	NA	NA	NA	NA	Infektionsgefahr
1637r	ID62t2_1637	25522	Unpünktlich	-3	NA		802	66	NA	NA	NA	NA	unpünktlich_negative
1637r	ID62t2_1637	25521	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1637r	ID62t2_1637	25520	Öffentliche Verkehrsmittel	0	NA		590	347	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1638	ID63_1638	25571	Statussymbol	0	NA	14:14:22	309	469	NA	NA	NA	NA	Statussymbol
1638	ID63_1638	25551	Zeitlich anpassen	-3	NA	14:06:51	1110	288	NA	NA	NA	NA	Zeitlich anpassen
1638	ID63_1638	25549	Unabhängig	3	NA	14:11:38	108	450	NA	NA	NA	NA	Unabhängigkeit_positive
1638	ID63_1638	25546	Schneller ankommen	1	NA	14:05:23	63	305	NA	NA	NA	NA	Schneller ankommen
1638	ID63_1638	25544	Fremde Menschen	10	NA	14:05:06	924	161	NA	NA	NA	NA	fremde Menschen_ambivalent
1638	ID63_1638	25542	Umwelt	3	NA	14:04:16	592	474	NA	NA	NA	NA	Umwelt
1638	ID63_1638	25538	Reperaturen/Kosten	-3	NA	14:13:27	236	179	NA	NA	NA	NA	Reperaturen/Kosten
1638	ID63_1638	25535	Nicht selber Fahren	10	NA		586	145	NA	NA	NA	NA	Nicht selber Fahren
1638	ID63_1638	25531	Eigener PKW	0	NA		269	316	NA	NA	NA	NA	Eigener Pkw_neutral
1638	ID63_1638	25529	Öffentliche Verkehrsmittel	0	NA	14:14:08	879	315	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1646	ID63t2_1646	25691	Geld sparen	3	NA	14:37:51	1091	477	NA	NA	NA	NA	Geld sparen_positive
1646	ID63t2_1646	25673	Öffentliche Verkehrsmittel	0	NA	14:14:08	879	315	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1646	ID63t2_1646	25672	Eigener PKW	0	NA		269	316	NA	NA	NA	NA	Eigener Pkw_neutral
1646	ID63t2_1646	25671	Nicht selber Fahren	10	NA		586	145	NA	NA	NA	NA	Nicht selber Fahren
1646	ID63t2_1646	25670	Reperaturen/Kosten	-3	NA	14:13:27	236	179	NA	NA	NA	NA	Reperaturen/Kosten
1646	ID63t2_1646	25669	Umwelt	3	NA	14:04:16	592	474	NA	NA	NA	NA	Umwelt
1646	ID63t2_1646	25668	Fremde Menschen	10	NA	14:05:06	924	161	NA	NA	NA	NA	fremde Menschen_ambivalent
1646	ID63t2_1646	25667	Schneller ankommen	1	NA	14:05:23	63	305	NA	NA	NA	NA	Schneller ankommen
1646	ID63t2_1646	25666	Unabhängig	3	NA	14:11:38	108	450	NA	NA	NA	NA	Unabhängigkeit_positive
1646	ID63t2_1646	25665	Zeitlich anpassen	-3	NA	14:06:51	1110	288	NA	NA	NA	NA	Zeitlich anpassen
1646	ID63t2_1646	25664	Statussymbol	0	NA	14:14:22	309	469	NA	NA	NA	NA	Statussymbol
1640	ID64_1640	25618	Ansteckungsgefahr Covid/andere Krankheiten	-3	NA	14:26:34	1253.33	366.667	NA	NA	NA	NA	Ansteckungsgefahr Covid/andere Krankheiten
1640	ID64_1640	25617	staatliche gefördert	2	NA	14:25:49	1239.55	179.438	NA	NA	NA	NA	staatliche gefördert
1640	ID64_1640	25615	geringere Co2-Emissionen	3	NA		1102.89	99.6667	NA	NA	NA	NA	geringere Co2-Emissionen
1640	ID64_1640	25613	Abhängigkeit	-2	NA	14:24:32	1022.2	446.33	NA	NA	NA	NA	Abhängigkeit
1640	ID64_1640	25607	geringere Kosten	3	NA	14:23:48	993.986	257.997	NA	NA	NA	NA	Kosten_positive
1640	ID64_1640	25600	Klimawandel	-3	NA	14:22:49	567.438	598.438	NA	NA	NA	NA	Klimawandel
1640	ID64_1640	25599	Co2-Emissionen	-3	NA	14:22:45	348.889	550	NA	NA	NA	NA	CO2 Emissionen_negative
1640	ID64_1640	25595	Haftung/Versicherung/Steuern	-1	NA	14:21:47	82.7535	423.097	NA	NA	NA	NA	Haftung/Versicherung/Steuern
1640	ID64_1640	25587	Kosten	-2	NA	14:20:49	322.754	401.976	NA	NA	NA	NA	Kosten_negative
1640	ID64_1640	25586	Individualität	2	NA		378.222	171.444	NA	NA	NA	NA	Individualität
1640	ID64_1640	25581	Spontanität	3	NA		69.9965	59.309	NA	NA	NA	NA	Spontanität
1640	ID64_1640	25579	Unabhängigkeit	3	NA	14:15:48	256.295	67.7431	NA	NA	NA	NA	Unabhängigkeit_positive
1640	ID64_1640	25577	Freiheit	3	NA		122.212	211.316	NA	NA	NA	NA	Freiheit_positive
1640	ID64_1640	25570	Eigener Pkw	0	NA		539.986	339	NA	NA	NA	NA	Eigener Pkw_neutral
1640	ID64_1640	25569	Öffentliche Verkehrsmittel	0	NA		771.979	337.979	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1647	ID64t2_1647	25696	versteckte Kosten	-3	NA	14:40:26	99	305	NA	NA	NA	NA	versteckte Kosten
1647	ID64t2_1647	25695	Unsolidarisch	-3	NA	14:39:20	548	99	NA	NA	NA	NA	Unsolidarisch
1647	ID64t2_1647	25693	Kosten für Staat	-3	NA		780	555	NA	NA	NA	NA	Kosten für Staat
1647	ID64t2_1647	25692	Umweltkosten	-3	NA		592	468	NA	NA	NA	NA	Umweltkosten
1647	ID64t2_1647	25688	Öffentliche Verkehrsmittel	0	NA		771.979	337.979	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1647	ID64t2_1647	25687	Eigener Pkw	0	NA		539.986	339	NA	NA	NA	NA	Eigener Pkw_neutral
1647	ID64t2_1647	25686	Freiheit	3	NA		122.212	211.316	NA	NA	NA	NA	Freiheit_positive
1647	ID64t2_1647	25685	Unabhängigkeit	3	NA	14:15:48	256.295	67.7431	NA	NA	NA	NA	Unabhängigkeit_positive
1647	ID64t2_1647	25684	Spontanität	3	NA		69.9965	59.309	NA	NA	NA	NA	Spontanität
1647	ID64t2_1647	25683	Individualität	2	NA		378.222	171.444	NA	NA	NA	NA	Individualität
1647	ID64t2_1647	25682	Kosten	-2	NA	14:20:49	322.754	401.976	NA	NA	NA	NA	Kosten_negative
1647	ID64t2_1647	25681	Haftung/Versicherung/Steuern	-1	NA	14:21:47	82.7535	423.097	NA	NA	NA	NA	Haftung/Versicherung/Steuern
1647	ID64t2_1647	25680	Co2-Emissionen	-3	NA	14:22:45	348.889	550	NA	NA	NA	NA	CO2 Emissionen_negative
1647	ID64t2_1647	25679	Klimawandel	-3	NA	14:22:49	567.438	598.438	NA	NA	NA	NA	Klimawandel
1647	ID64t2_1647	25678	geringere Kosten	3	NA	14:23:48	993.986	257.997	NA	NA	NA	NA	Kosten_positive
1647	ID64t2_1647	25677	Abhängigkeit	-2	NA	14:24:32	1022.2	446.33	NA	NA	NA	NA	Abhängigkeit
1647	ID64t2_1647	25676	geringere Co2-Emissionen	3	NA		1102.89	99.6667	NA	NA	NA	NA	geringere Co2-Emissionen
1647	ID64t2_1647	25675	staatliche gefördert	2	NA	14:25:49	1239.55	179.438	NA	NA	NA	NA	staatliche gefördert
1647	ID64t2_1647	25674	Ansteckungsgefahr Covid/andere Krankheiten	-3	NA	14:26:34	1253.33	366.667	NA	NA	NA	NA	Ansteckungsgefahr Covid/andere Krankheiten
1639	ID65_1639	25580	Abhängigkeit von Abfahrzeiten	-1	NA		867	340	NA	NA	NA	NA	Abhängigkeit von Abfahrzeiten
1639	ID65_1639	25578	lange Fahrzeiten	-3	NA	14:17:57	867	495	NA	NA	NA	NA	Fahrzeiten_negative
1639	ID65_1639	25572	Günstiger als Auto	1	NA		736	202	NA	NA	NA	NA	Günstiger als Auto
1639	ID65_1639	25566	Zeitaufwand durch Instandhaltung	-1	NA	14:13:39	275	513	NA	NA	NA	NA	Zeitaufwand durch Instandhaltung
1639	ID65_1639	25564	hohe Kosten	-3	NA		79	448	NA	NA	NA	NA	Kosten_negative
1639	ID65_1639	25563	Zielort ist flexibel	2	NA	14:13:03	355	124	NA	NA	NA	NA	Zielort ist flexibel
1639	ID65_1639	25561	Immer verfügbar	3	NA		165	123	NA	NA	NA	NA	Verfügbarkeit_positive
1639	ID65_1639	25560	kuze Fahrzeit	3	NA		20	191	NA	NA	NA	NA	kuze Fahrzeit
1639	ID65_1639	25559	Eigener Pkw	0	NA		278	347	NA	NA	NA	NA	Eigener Pkw_neutral
1639	ID65_1639	25558	Öffentliche Verkehrsmittel	0	NA		574	347	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1639r	ID65t2_1639	25580	Abhängigkeit von Abfahrzeiten	-1	NA		867	340	NA	NA	NA	NA	Abhängigkeit von Abfahrzeiten
1639r	ID65t2_1639	25578	lange Fahrzeiten	-3	NA	14:17:57	867	495	NA	NA	NA	NA	Fahrzeiten_negative
1639r	ID65t2_1639	25572	Günstiger als Auto	1	NA		736	202	NA	NA	NA	NA	Günstiger als Auto
1639r	ID65t2_1639	25566	Zeitaufwand durch Instandhaltung	-1	NA	14:13:39	275	513	NA	NA	NA	NA	Zeitaufwand durch Instandhaltung
1639r	ID65t2_1639	25564	hohe Kosten	-3	NA		79	448	NA	NA	NA	NA	Kosten_negative
1639r	ID65t2_1639	25563	Zielort ist flexibel	2	NA	14:13:03	355	124	NA	NA	NA	NA	Zielort ist flexibel
1639r	ID65t2_1639	25561	Immer verfügbar	3	NA		165	123	NA	NA	NA	NA	Verfügbarkeit_positive
1639r	ID65t2_1639	25560	kuze Fahrzeit	3	NA		20	191	NA	NA	NA	NA	kuze Fahrzeit
1639r	ID65t2_1639	25559	Eigener Pkw	0	NA		278	347	NA	NA	NA	NA	Eigener Pkw_neutral
1639r	ID65t2_1639	25558	Öffentliche Verkehrsmittel	0	NA		574	347	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1641	ID66_1641	25576	Eigener Pkw	3	NA	14:15:36	238	20	NA	NA	NA	NA	Eigener Pkw_positive
1641	ID66_1641	25590	Umweltbelastung	-3	NA	14:21:17	536	187	NA	NA	NA	NA	umweltbelastend_negative
1641	ID66_1641	25589	Unkosten	-1	NA	14:21:01	499	58	NA	NA	NA	NA	Kosten_negative
1641	ID66_1641	25588	Parken	-1	NA		399	286	NA	NA	NA	NA	Parken
1641	ID66_1641	25585	Privatsphäre	3	NA	14:18:25	182	255	NA	NA	NA	NA	Privatsphäre
1641	ID66_1641	25584	Freiheit	3	NA		20	20	NA	NA	NA	NA	Freiheit_positive
1641	ID66_1641	25582	Unabhängigkeit	3	NA	14:31:37	20	172	NA	NA	NA	NA	Unabhängigkeit_positive
1641	ID66_1641	25575	Öffentliche Verkehrsmittel	-3	NA	14:25:00	240.997	398.986	NA	NA	NA	NA	Öffentliche Verkehrsmittel_negative
1641r	ID66t2_1641	25576	Eigener Pkw	3	NA	14:15:36	238	20	NA	NA	NA	NA	Eigener Pkw_positive
1641r	ID66t2_1641	25590	Umweltbelastung	-3	NA	14:21:17	536	187	NA	NA	NA	NA	umweltbelastend_negative
1641r	ID66t2_1641	25589	Unkosten	-1	NA	14:21:01	499	58	NA	NA	NA	NA	Kosten_negative
1641r	ID66t2_1641	25588	Parken	-1	NA		399	286	NA	NA	NA	NA	Parken
1641r	ID66t2_1641	25585	Privatsphäre	3	NA	14:18:25	182	255	NA	NA	NA	NA	Privatsphäre
1641r	ID66t2_1641	25584	Freiheit	3	NA		20	20	NA	NA	NA	NA	Freiheit_positive
1641r	ID66t2_1641	25582	Unabhängigkeit	3	NA	14:31:37	20	172	NA	NA	NA	NA	Unabhängigkeit_positive
1641r	ID66t2_1641	25575	Öffentliche Verkehrsmittel	-3	NA	14:25:00	240.997	398.986	NA	NA	NA	NA	Öffentliche Verkehrsmittel_negative
1643	ID67_1643	25623	Eigener Pkw	0	NA		275	347	NA	NA	NA	NA	Eigener Pkw_neutral
1643	ID67_1643	25746	Hohe Nebenkosten	-3	NA		400	88	NA	NA	NA	NA	Hohe Nebenkosten
1643	ID67_1643	25662	Schlechte Anbindung	-2	NA		906	194	NA	NA	NA	NA	schlechte Anbindung_negative
1643	ID67_1643	25660	Mehr Platz	0	NA		485	229	NA	NA	NA	NA	mehr Platz_neutral
1643	ID67_1643	25658	Manchmal schneller	1	NA		702	526	NA	NA	NA	NA	Manchmal schneller
1643	ID67_1643	25641	Umweltfreundlich	3	NA		809	451	NA	NA	NA	NA	umweltfreundlich_positive
1643	ID67_1643	25638	Teuer	-3	NA	14:35:19	820	331	NA	NA	NA	NA	teuer_negative
1643	ID67_1643	25636	Feste Fahrtzeiten	-3	NA	14:34:54	672	225	NA	NA	NA	NA	Feste Fahrtzeiten
1643	ID67_1643	25631	Unfälle	-1	NA		445	489	NA	NA	NA	NA	Unfall_negative
1643	ID67_1643	25630	Bequem und schnell	2	NA	14:33:54	247	488	NA	NA	NA	NA	Bequem und schnell
1643	ID67_1643	25627	Nebenkosten, bei nicht Nutzung	-2	NA		102	446	NA	NA	NA	NA	Nebenkosten, bei nicht Nutzung
1643	ID67_1643	25626	Umweltschutz	-1	NA		52	323	NA	NA	NA	NA	Umweltschutz
1643	ID67_1643	25625	Mobilität und Unabhängigkeit	3	NA		284	172	NA	NA	NA	NA	Mobilität und Unabhängigkeit
1643	ID67_1643	25624	Wenig Parkplätze	-1	NA	14:29:43	97	204	NA	NA	NA	NA	Parkplatzsuche_negative
1643	ID67_1643	25622	Öffentliche Verkehrsmittel	0	NA		587	351	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1643r	ID67t2_1643	25623	Eigener Pkw	0	NA		275	347	NA	NA	NA	NA	Eigener Pkw_neutral
1643r	ID67t2_1643	25746	Hohe Nebenkosten	-3	NA		400	88	NA	NA	NA	NA	Hohe Nebenkosten
1643r	ID67t2_1643	25662	Schlechte Anbindung	-2	NA		906	194	NA	NA	NA	NA	schlechte Anbindung_negative
1643r	ID67t2_1643	25660	Mehr Platz	0	NA		485	229	NA	NA	NA	NA	mehr Platz_neutral
1643r	ID67t2_1643	25658	Manchmal schneller	1	NA		702	526	NA	NA	NA	NA	Manchmal schneller
1643r	ID67t2_1643	25641	Umweltfreundlich	3	NA		809	451	NA	NA	NA	NA	umweltfreundlich_positive
1643r	ID67t2_1643	25638	Teuer	-3	NA	14:35:19	820	331	NA	NA	NA	NA	teuer_negative
1643r	ID67t2_1643	25636	Feste Fahrtzeiten	-3	NA	14:34:54	672	225	NA	NA	NA	NA	Feste Fahrtzeiten
1643r	ID67t2_1643	25631	Unfälle	-1	NA		445	489	NA	NA	NA	NA	Unfall_negative
1643r	ID67t2_1643	25630	Bequem und schnell	2	NA	14:33:54	247	488	NA	NA	NA	NA	Bequem und schnell
1643r	ID67t2_1643	25627	Nebenkosten, bei nicht Nutzung	-2	NA		102	446	NA	NA	NA	NA	Nebenkosten, bei nicht Nutzung
1643r	ID67t2_1643	25626	Umweltschutz	-1	NA		52	323	NA	NA	NA	NA	Umweltschutz
1643r	ID67t2_1643	25625	Mobilität und Unabhängigkeit	3	NA		284	172	NA	NA	NA	NA	Mobilität und Unabhängigkeit
1643r	ID67t2_1643	25624	Wenig Parkplätze	-1	NA	14:29:43	97	204	NA	NA	NA	NA	Parkplatzsuche_negative
1643r	ID67t2_1643	25622	Öffentliche Verkehrsmittel	0	NA		587	351	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1644	ID68_1644	25747	nur im Zentrum	-2	NA		817	91	NA	NA	NA	NA	nur im Zentrum
1644	ID68_1644	25745	Polizeikontrollen	-3	NA	14:49:56	119	46	NA	NA	NA	NA	Polizeikontrollen
1644	ID68_1644	25694	zeitintesiv	-2	NA	14:39:24	584	84	NA	NA	NA	NA	zeitintesiv
1644	ID68_1644	25690	Umweltfreundlich	2	NA	14:37:42	466	544	NA	NA	NA	NA	umweltfreundlich_positive
1644	ID68_1644	25689	anstrengend	-2	NA		214	488	NA	NA	NA	NA	anstrengend
1644	ID68_1644	25661	viele Menschen	-1	NA	14:36:45	868	449	NA	NA	NA	NA	viele Menschen_negative
1644	ID68_1644	25659	billig	3	NA	14:49:32	648	214	NA	NA	NA	NA	günstig_positive
1644	ID68_1644	25642	Hobby	3	NA		20	336	NA	NA	NA	NA	Hobby
1644	ID68_1644	25640	Viele Störungen	-3	NA		863	282	NA	NA	NA	NA	Viele Störungen
1644	ID68_1644	25637	Unabhängigkeit	3	NA		72	168	NA	NA	NA	NA	Unabhängigkeit_positive
1644	ID68_1644	25635	Eigener Pkw	0	NA		274	346	NA	NA	NA	NA	Eigener Pkw_neutral
1644	ID68_1644	25634	Öffentliche Verkehrsmittel	0	NA		572	345	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1651	ID68t2_1651	25743	Öffentliche Verkehrsmittel	0	NA		572	345	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1651	ID68t2_1651	25742	Eigener Pkw	0	NA		274	346	NA	NA	NA	NA	Eigener Pkw_neutral
1651	ID68t2_1651	25741	Unabhängigkeit	3	NA		72	168	NA	NA	NA	NA	Unabhängigkeit_positive
1651	ID68t2_1651	25740	Viele Störungen	-3	NA		863	282	NA	NA	NA	NA	Viele Störungen
1651	ID68t2_1651	25739	Hobby	3	NA		20	336	NA	NA	NA	NA	Hobby
1651	ID68t2_1651	25738	billig	1	NA	14:36:23	646	192	NA	NA	NA	NA	günstig_positive
1651	ID68t2_1651	25737	viele Menschen	-1	NA	14:36:45	868	449	NA	NA	NA	NA	viele Menschen_negative
1651	ID68t2_1651	25736	anstrengend	-2	NA		214	488	NA	NA	NA	NA	anstrengend
1651	ID68t2_1651	25735	Umweltfreundlich	2	NA	14:37:42	466	544	NA	NA	NA	NA	umweltfreundlich_positive
1651	ID68t2_1651	25734	zeitintesiv	-2	NA	14:39:24	584	84	NA	NA	NA	NA	zeitintesiv
1650	ID69_1650	25776	Verkehr	-2	NA		200	428	NA	NA	NA	NA	Verkehr
1650	ID69_1650	25762	Freizeit	2	Ich kann andere Dinge tun, wie zum Beispiel lesen, wenn ich öffentliche Verkehrsmittel benutze.	15:03:36	679	544	NA	NA	NA	NA	Freizeit
1650	ID69_1650	25770	Verkehrsprobleme vermeiden.	2	NA		554	367	NA	NA	NA	NA	Verkehrsprobleme vermeiden.
1650	ID69_1650	25763	Weniger Stress	3	Kein Stress beim Fahren oder Beobachten der Straße während der Fahrt.	15:05:47	889	462	NA	NA	NA	NA	stressfrei_positive
1650	ID69_1650	25761	Wartungs- und Versicherungskosten	-2	NA		307	290	NA	NA	NA	NA	Wartungs- und Versicherungskosten
1650	ID69_1650	25760	Fahrgemeinschaften.	10	NA	15:19:54	20	20	NA	NA	NA	NA	Fahrgemeinschaft_ambivalent
1650	ID69_1650	25751	Wartezeit/ kann sich verspäten.	-1	NA		684	20	NA	NA	NA	NA	Wartezeit/ kann sich verspäten.
1650	ID69_1650	25750	Flexibilität	2	Ich kann es fahren, wann immer ich will.	14:56:48	272	20	NA	NA	NA	NA	Flexibilität
1650	ID69_1650	25749	Umweltverschmutzung	-3	NA	14:52:07	20	481	NA	NA	NA	NA	Umweltverschmutzung
1650	ID69_1650	25748	Weniger Kosten	2	NA	15:07:34	604	264	NA	NA	NA	NA	Kosten_positive
1650	ID69_1650	25744	Umweltfreundlich	3	NA	14:50:22	497.675	502	NA	NA	NA	NA	umweltfreundlich_positive
1650	ID69_1650	25733	Eigener Pkw	0	 		154	172	NA	NA	NA	NA	Eigener Pkw_neutral
1650	ID69_1650	25732	Öffentliche Verkehrsmittel	0	 		871	161.988	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1650r	ID69t2_1650	25776	Verkehr	-2	NA		200	428	NA	NA	NA	NA	Verkehr
1650r	ID69t2_1650	25762	Freizeit	2	Ich kann andere Dinge tun, wie zum Beispiel lesen, wenn ich öffentliche Verkehrsmittel benutze.	15:03:36	679	544	NA	NA	NA	NA	Freizeit
1650r	ID69t2_1650	25770	Verkehrsprobleme vermeiden.	2	NA		554	367	NA	NA	NA	NA	Verkehrsprobleme vermeiden.
1650r	ID69t2_1650	25763	Weniger Stress	3	Kein Stress beim Fahren oder Beobachten der Straße während der Fahrt.	15:05:47	889	462	NA	NA	NA	NA	stressfrei_positive
1650r	ID69t2_1650	25761	Wartungs- und Versicherungskosten	-2	NA		307	290	NA	NA	NA	NA	Wartungs- und Versicherungskosten
1650r	ID69t2_1650	25760	Fahrgemeinschaften.	10	NA	15:19:54	20	20	NA	NA	NA	NA	Fahrgemeinschaft_ambivalent
1650r	ID69t2_1650	25751	Wartezeit/ kann sich verspäten.	-1	NA		684	20	NA	NA	NA	NA	Wartezeit/ kann sich verspäten.
1650r	ID69t2_1650	25750	Flexibilität	2	Ich kann es fahren, wann immer ich will.	14:56:48	272	20	NA	NA	NA	NA	Flexibilität
1650r	ID69t2_1650	25749	Umweltverschmutzung	-3	NA	14:52:07	20	481	NA	NA	NA	NA	Umweltverschmutzung
1650r	ID69t2_1650	25748	Weniger Kosten	2	NA	15:07:34	604	264	NA	NA	NA	NA	Kosten_positive
1650r	ID69t2_1650	25744	Umweltfreundlich	3	NA	14:50:22	497.675	502	NA	NA	NA	NA	umweltfreundlich_positive
1650r	ID69t2_1650	25733	Eigener Pkw	0	 		154	172	NA	NA	NA	NA	Eigener Pkw_neutral
1650r	ID69t2_1650	25732	Öffentliche Verkehrsmittel	0	 		871	161.988	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1648	ID70_1648	25701	Keine Belästigung	3	NA	14:43:07	183	231	NA	NA	NA	NA	Keine Belästigung
1648	ID70_1648	25707	Zeitersparnis	2	NA		169	556	NA	NA	NA	NA	Zeitersparnis
1648	ID70_1648	25706	Auch auf dem Land Mobil	1	NA		364	549	NA	NA	NA	NA	Auch auf dem Land Mobil
1648	ID70_1648	25705	eventuell nette Kontakte	1	NA	14:44:38	708	517	NA	NA	NA	NA	eventuell nette Kontakte
1648	ID70_1648	25704	Ich muss nicht selbst Autofahren	3	NA	14:44:18	762	398	NA	NA	NA	NA	Ich muss nicht selbst Autofahren
1648	ID70_1648	25703	Umweltschonend	3	NA	14:43:49	805	261	NA	NA	NA	NA	umweltschonend_positive
1648	ID70_1648	25702	Extreme Flexibilität	3	NA	14:43:27	56	384	NA	NA	NA	NA	Extreme Flexibilität
1648	ID70_1648	25700	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1648	ID70_1648	25699	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1648r	ID70t2_1648	25701	Keine Belästigung	3	NA	14:43:07	183	231	NA	NA	NA	NA	Keine Belästigung
1648r	ID70t2_1648	25707	Zeitersparnis	2	NA		169	556	NA	NA	NA	NA	Zeitersparnis
1648r	ID70t2_1648	25706	Auch auf dem Land Mobil	1	NA		364	549	NA	NA	NA	NA	Auch auf dem Land Mobil
1648r	ID70t2_1648	25705	eventuell nette Kontakte	1	NA	14:44:38	708	517	NA	NA	NA	NA	eventuell nette Kontakte
1648r	ID70t2_1648	25704	Ich muss nicht selbst Autofahren	3	NA	14:44:18	762	398	NA	NA	NA	NA	Ich muss nicht selbst Autofahren
1648r	ID70t2_1648	25703	Umweltschonend	3	NA	14:43:49	805	261	NA	NA	NA	NA	umweltschonend_positive
1648r	ID70t2_1648	25702	Extreme Flexibilität	3	NA	14:43:27	56	384	NA	NA	NA	NA	Extreme Flexibilität
1648r	ID70t2_1648	25700	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1648r	ID70t2_1648	25699	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1652	ID71_1652	25759	Flexibilität	0	NA		370	43	NA	NA	NA	NA	Flexibilität
1652	ID71_1652	25758	Umweltaspekte	0	NA		209	336	NA	NA	NA	NA	Umweltaspekte
1652	ID71_1652	25757	Platz	-3	NA	14:57:51	400	405	NA	NA	NA	NA	Platz
1652	ID71_1652	25756	viele Menschen	0	NA		858	45	NA	NA	NA	NA	viele Menschen_neutral
1652	ID71_1652	25755	Pandemie	-3	NA	14:57:02	607	20	NA	NA	NA	NA	Pandemie
1652	ID71_1652	25754	Kosten	-3	NA	14:56:28	608	391	NA	NA	NA	NA	Kosten_negative
1652	ID71_1652	25753	ÖPNV	0	NA		670	215	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
