CAM.x	participantCAM.x	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
1656	ID73t2_1656	25817	Fahrtzeit nutzen	2	Bei Langstrecken kann man prima lesen, Filme schauen, oder einfach schlafen. Beim Autofahren hat man diese Möglichkeit nicht (insofern man alleine fährt). 	15:58:03	544	98.4375	NA	NA	NA	NA	1656	ID73t2_1656	25196	25830	6	0	0	NA	NA
1657	ID74_1657	25851	Tankstelle	10	NA		686	25	NA	NA	NA	NA	1657	ID74_1657	25249	25837	6	1	0	NA	NA
1657	ID74_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657	ID74_1657	25248	25849	6	1	0	NA	NA
1657	ID74_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657	ID74_1657	25247	25838	6	1	0	NA	NA
1657	ID74_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657	ID74_1657	25246	25839	6	1	0	NA	NA
1657	ID74_1657	25849	Umleitungen	-1	NA	16:28:13	181	88	NA	NA	NA	NA	1657	ID74_1657	25245	25848	6	1	0	NA	NA
1657	ID74_1657	25848	Baustellen	-2	NA	16:27:37	20	83	NA	NA	NA	NA	1657	ID74_1657	25244	25839	6	1	0	NA	NA
1657	ID74_1657	25848	Baustellen	-2	NA	16:27:37	20	83	NA	NA	NA	NA	1657	ID74_1657	25243	25838	6	1	0	NA	NA
1657	ID74_1657	25847	Langsame Autofahrer	-2	NA	16:27:42	807	448	NA	NA	NA	NA	1657	ID74_1657	25239	25846	6	1	0	NA	NA
1657	ID74_1657	25847	Langsame Autofahrer	-2	NA	16:27:42	807	448	NA	NA	NA	NA	1657	ID74_1657	25238	25845	6	1	0	NA	NA
1657	ID74_1657	25846	Drängler	-2	NA	16:27:40	674	504	NA	NA	NA	NA	1657	ID74_1657	25237	25845	6	1	0	NA	NA
1657	ID74_1657	25845	Andere Autofahrer	0	NA		476	467	NA	NA	NA	NA	1657	ID74_1657	25241	25839	6	1	0	NA	NA
1657	ID74_1657	25845	Andere Autofahrer	0	NA		476	467	NA	NA	NA	NA	1657	ID74_1657	25240	25838	6	1	0	NA	NA
1657	ID74_1657	25844	Bus	0	NA		817	360	NA	NA	NA	NA	1657	ID74_1657	25236	25836	6	1	0	NA	NA
1657	ID74_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657	ID74_1657	25235	25839	6	1	0	NA	NA
1657	ID74_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657	ID74_1657	25234	25837	6	1	0	NA	NA
1657	ID74_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657	ID74_1657	25233	25838	6	1	0	NA	NA
1657	ID74_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657	ID74_1657	25228	25839	6	1	0	NA	NA
1657	ID74_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657	ID74_1657	25227	25836	6	1	0	NA	NA
1657	ID74_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657	ID74_1657	25226	25837	6	1	0	NA	NA
1657	ID74_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657	ID74_1657	25225	25838	6	1	0	NA	NA
1657	ID74_1657	25841	Arbeitstelle	10	NA	16:14:42	249	20	NA	NA	NA	NA	1657	ID74_1657	25222	25838	6	1	0	NA	NA
1657	ID74_1657	25841	Arbeitstelle	10	NA	16:14:42	249	20	NA	NA	NA	NA	1657	ID74_1657	25221	25839	6	1	0	NA	NA
1657	ID74_1657	25840	Einkaufen	1	NA	16:14:09	455	20	NA	NA	NA	NA	1657	ID74_1657	25224	25839	6	1	0	NA	NA
1657	ID74_1657	25840	Einkaufen	1	NA	16:14:09	455	20	NA	NA	NA	NA	1657	ID74_1657	25223	25838	6	1	0	NA	NA
1657	ID74_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657	ID74_1657	25242	25838	6	1	0	NA	NA
1657	ID74_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657	ID74_1657	25232	25836	6	1	0	NA	NA
1657	ID74_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657	ID74_1657	25230	25837	6	1	0	NA	NA
1657	ID74_1657	25838	Autobahn	0	NA		204	147	NA	NA	NA	NA	1657	ID74_1657	25229	25837	6	1	0	NA	NA
1657r	ID74t2_1657	25851	Tankstelle	10	NA		686	25	NA	NA	NA	NA	1657r	ID74t2_1657	25249	25837	6	1	0	NA	NA
1657r	ID74t2_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657r	ID74t2_1657	25248	25849	6	1	0	NA	NA
1657r	ID74t2_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657r	ID74t2_1657	25247	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25850	Unfälle	-3	NA		723	128	NA	NA	NA	NA	1657r	ID74t2_1657	25246	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25849	Umleitungen	-1	NA	16:28:13	181	88	NA	NA	NA	NA	1657r	ID74t2_1657	25245	25848	6	1	0	NA	NA
1657r	ID74t2_1657	25848	Baustellen	-2	NA	16:27:37	20	83	NA	NA	NA	NA	1657r	ID74t2_1657	25244	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25848	Baustellen	-2	NA	16:27:37	20	83	NA	NA	NA	NA	1657r	ID74t2_1657	25243	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25847	Langsame Autofahrer	-2	NA	16:27:42	807	448	NA	NA	NA	NA	1657r	ID74t2_1657	25239	25846	6	1	0	NA	NA
1657r	ID74t2_1657	25847	Langsame Autofahrer	-2	NA	16:27:42	807	448	NA	NA	NA	NA	1657r	ID74t2_1657	25238	25845	6	1	0	NA	NA
1657r	ID74t2_1657	25846	Drängler	-2	NA	16:27:40	674	504	NA	NA	NA	NA	1657r	ID74t2_1657	25237	25845	6	1	0	NA	NA
1657r	ID74t2_1657	25845	Andere Autofahrer	0	NA		476	467	NA	NA	NA	NA	1657r	ID74t2_1657	25241	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25845	Andere Autofahrer	0	NA		476	467	NA	NA	NA	NA	1657r	ID74t2_1657	25240	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25844	Bus	0	NA		817	360	NA	NA	NA	NA	1657r	ID74t2_1657	25236	25836	6	1	0	NA	NA
1657r	ID74t2_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657r	ID74t2_1657	25235	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657r	ID74t2_1657	25234	25837	6	1	0	NA	NA
1657r	ID74t2_1657	25843	Reisen	3	NA	16:23:53	48	447	NA	NA	NA	NA	1657r	ID74t2_1657	25233	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657r	ID74t2_1657	25228	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657r	ID74t2_1657	25227	25836	6	1	0	NA	NA
1657r	ID74t2_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657r	ID74t2_1657	25226	25837	6	1	0	NA	NA
1657r	ID74t2_1657	25842	Wetter	10	NA		38	261	NA	NA	NA	NA	1657r	ID74t2_1657	25225	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25841	Arbeitstelle	10	NA	16:14:42	249	20	NA	NA	NA	NA	1657r	ID74t2_1657	25222	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25841	Arbeitstelle	10	NA	16:14:42	249	20	NA	NA	NA	NA	1657r	ID74t2_1657	25221	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25840	Einkaufen	1	NA	16:14:09	455	20	NA	NA	NA	NA	1657r	ID74t2_1657	25224	25839	6	1	0	NA	NA
1657r	ID74t2_1657	25840	Einkaufen	1	NA	16:14:09	455	20	NA	NA	NA	NA	1657r	ID74t2_1657	25223	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657r	ID74t2_1657	25242	25838	6	1	0	NA	NA
1657r	ID74t2_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657r	ID74t2_1657	25232	25836	6	1	0	NA	NA
1657r	ID74t2_1657	25839	Landstraße	0	NA		462	173	NA	NA	NA	NA	1657r	ID74t2_1657	25230	25837	6	1	0	NA	NA
1657r	ID74t2_1657	25838	Autobahn	0	NA		204	147	NA	NA	NA	NA	1657r	ID74t2_1657	25229	25837	6	1	0	NA	NA
1658	ID75_1658	25873	Anbindung meiner Ziele	2	NA		362	20	NA	NA	NA	NA	1658	ID75_1658	25280	25854	6	0	0	NA	NA
1658	ID75_1658	25873	Anbindung meiner Ziele	2	NA		362	20	NA	NA	NA	NA	1658	ID75_1658	25279	25855	9	1	0	NA	NA
1658	ID75_1658	25872	tägliches Pendeln (10km)	0	NA		709	5	NA	NA	NA	NA	1658	ID75_1658	25278	25854	9	0	0	NA	NA
1658	ID75_1658	25872	tägliches Pendeln (10km)	0	NA		709	5	NA	NA	NA	NA	1658	ID75_1658	25277	25855	6	1	0	NA	NA
1658	ID75_1658	25871	Gepäckmitnahme	0	NA		540	0	NA	NA	NA	NA	1658	ID75_1658	25274	25854	6	0	0	NA	NA
1658	ID75_1658	25871	Gepäckmitnahme	0	NA		540	0	NA	NA	NA	NA	1658	ID75_1658	25273	25855	9	1	0	NA	NA
1658	ID75_1658	25870	Reisen ab 800 km	1	NA	17:12:13	436	522.6	NA	NA	NA	NA	1658	ID75_1658	25276	25854	6	1	0	NA	NA
1658	ID75_1658	25870	Reisen ab 800 km	1	NA	17:12:13	436	522.6	NA	NA	NA	NA	1658	ID75_1658	25275	25855	6	0	0	NA	NA
1658	ID75_1658	25869	Freie Zeitwahl	2	NA	17:11:26	408	43	NA	NA	NA	NA	1658	ID75_1658	25272	25854	6	0	0	NA	NA
1658	ID75_1658	25869	Freie Zeitwahl	2	NA	17:11:26	408	43	NA	NA	NA	NA	1658	ID75_1658	25271	25855	6	1	0	NA	NA
1658	ID75_1658	25868	Baustellen/Verzögerung	0	NA		588	85	NA	NA	NA	NA	1658	ID75_1658	25266	25854	9	0	0	NA	NA
1658	ID75_1658	25868	Baustellen/Verzögerung	0	NA		588	85	NA	NA	NA	NA	1658	ID75_1658	25265	25855	6	0	0	NA	NA
1658	ID75_1658	25867	Parkplatzsuche	-1	NA		151	66	NA	NA	NA	NA	1658	ID75_1658	25253	25855	6	0	0	NA	NA
1658	ID75_1658	25866	ab 400km	2	NA		568	476	NA	NA	NA	NA	1658	ID75_1658	25263	25854	6	1	0	NA	NA
1658	ID75_1658	25865	Preissystem (DB)	-2	NA		792	120	NA	NA	NA	NA	1658	ID75_1658	25258	25854	6	0	0	NA	NA
1658	ID75_1658	25864	Ticketbuchung	-1	NA		837	221	NA	NA	NA	NA	1658	ID75_1658	25262	25854	6	0	0	NA	NA
1658	ID75_1658	25863	Mitreisende	-1	NA		612	520	NA	NA	NA	NA	1658	ID75_1658	25264	25854	6	0	0	NA	NA
1658	ID75_1658	25862	Privatssphäre	3	NA		240	529	NA	NA	NA	NA	1658	ID75_1658	25268	25854	6	0	0	NA	NA
1658	ID75_1658	25862	Privatssphäre	3	NA		240	529	NA	NA	NA	NA	1658	ID75_1658	25256	25855	6	1	0	NA	NA
1658	ID75_1658	25860	Geschwindigkeit	3	NA		44	392	NA	NA	NA	NA	1658	ID75_1658	25269	25854	6	0	0	NA	NA
1658	ID75_1658	25860	Geschwindigkeit	3	NA		44	392	NA	NA	NA	NA	1658	ID75_1658	25255	25855	6	1	0	NA	NA
1658	ID75_1658	25859	Dauer	-3	NA		827	352	NA	NA	NA	NA	1658	ID75_1658	25261	25854	6	1	0	NA	NA
1658	ID75_1658	25858	umstiegsfreie Verbindung	3	NA		636	195	NA	NA	NA	NA	1658	ID75_1658	25257	25854	9	1	0	NA	NA
1658	ID75_1658	25857	Spritkosten vs Bahnticket	1	NA	17:07:25	57	170	NA	NA	NA	NA	1658	ID75_1658	25270	25854	9	0	0	NA	NA
1658	ID75_1658	25857	Spritkosten vs Bahnticket	1	NA	17:07:25	57	170	NA	NA	NA	NA	1658	ID75_1658	25252	25855	6	1	0	NA	NA
1658	ID75_1658	25856	Komfort	3	NA	17:04:38	290	156	NA	NA	NA	NA	1658	ID75_1658	25267	25854	6	0	0	NA	NA
1658	ID75_1658	25856	Komfort	3	NA	17:04:38	290	156	NA	NA	NA	NA	1658	ID75_1658	25254	25855	9	1	0	NA	NA
1658	ID75_1658	25855	Eigener Pkw	0	NA		272	346	NA	NA	NA	NA	1658	ID75_1658	25251	25854	6	0	0	NA	NA
1659	ID75t2_1659	25898	Eigener Pkw	0	NA		272	346	NA	NA	NA	NA	1659	ID75t2_1659	25316	25899	6	0	0	NA	NA
1659	ID75t2_1659	25897	Komfort	3	NA	17:04:38	290	156	NA	NA	NA	NA	1659	ID75t2_1659	25313	25898	9	1	0	NA	NA
1659	ID75t2_1659	25897	Komfort	3	NA	17:04:38	290	156	NA	NA	NA	NA	1659	ID75t2_1659	25300	25899	6	0	0	NA	NA
1659	ID75t2_1659	25896	Spritkosten vs Bahnticket	1	NA	17:07:25	57	170	NA	NA	NA	NA	1659	ID75t2_1659	25315	25898	6	1	0	NA	NA
1659	ID75t2_1659	25896	Spritkosten vs Bahnticket	1	NA	17:07:25	57	170	NA	NA	NA	NA	1659	ID75t2_1659	25297	25899	9	0	0	NA	NA
1659	ID75t2_1659	25895	umstiegsfreie Verbindung	3	NA		636	195	NA	NA	NA	NA	1659	ID75t2_1659	25310	25899	9	1	0	NA	NA
1659	ID75t2_1659	25894	Dauer	-3	NA		827	352	NA	NA	NA	NA	1659	ID75t2_1659	25306	25899	6	1	0	NA	NA
1659	ID75t2_1659	25893	Geschwindigkeit	3	NA		44	392	NA	NA	NA	NA	1659	ID75t2_1659	25312	25898	6	1	0	NA	NA
1659	ID75t2_1659	25893	Geschwindigkeit	3	NA		44	392	NA	NA	NA	NA	1659	ID75t2_1659	25298	25899	6	0	0	NA	NA
1659	ID75t2_1659	25891	Privatssphäre	3	NA		240	529	NA	NA	NA	NA	1659	ID75t2_1659	25311	25898	6	1	0	NA	NA
1659	ID75t2_1659	25891	Privatssphäre	3	NA		240	529	NA	NA	NA	NA	1659	ID75t2_1659	25299	25899	6	0	0	NA	NA
1659	ID75t2_1659	25890	Mitreisende	-1	NA		612	520	NA	NA	NA	NA	1659	ID75t2_1659	25303	25899	6	0	0	NA	NA
1659	ID75t2_1659	25889	Ticketbuchung	-1	NA		837	221	NA	NA	NA	NA	1659	ID75t2_1659	25305	25899	6	0	0	NA	NA
1659	ID75t2_1659	25888	Preissystem (DB)	-2	NA		792	120	NA	NA	NA	NA	1659	ID75t2_1659	25309	25899	6	0	0	NA	NA
1659	ID75t2_1659	25887	ab 400km	2	NA		568	476	NA	NA	NA	NA	1659	ID75t2_1659	25304	25899	6	1	0	NA	NA
1659	ID75t2_1659	25886	Parkplatzsuche	-1	NA		151	66	NA	NA	NA	NA	1659	ID75t2_1659	25314	25898	6	0	0	NA	NA
1659	ID75t2_1659	25885	Baustellen/Verzögerung	0	NA		588	85	NA	NA	NA	NA	1659	ID75t2_1659	25302	25898	6	0	0	NA	NA
1659	ID75t2_1659	25885	Baustellen/Verzögerung	0	NA		588	85	NA	NA	NA	NA	1659	ID75t2_1659	25301	25899	9	0	0	NA	NA
1659	ID75t2_1659	25884	Freie Zeitwahl	2	NA	17:11:26	408	43	NA	NA	NA	NA	1659	ID75t2_1659	25296	25898	6	1	0	NA	NA
1659	ID75t2_1659	25884	Freie Zeitwahl	2	NA	17:11:26	408	43	NA	NA	NA	NA	1659	ID75t2_1659	25295	25899	6	0	0	NA	NA
1659	ID75t2_1659	25883	Reisen ab 800 km	1	NA	17:12:13	436	522.6	NA	NA	NA	NA	1659	ID75t2_1659	25292	25898	6	0	0	NA	NA
1659	ID75t2_1659	25883	Reisen ab 800 km	1	NA	17:12:13	436	522.6	NA	NA	NA	NA	1659	ID75t2_1659	25291	25899	6	1	0	NA	NA
1659	ID75t2_1659	25882	Gepäckmitnahme	0	NA		540	0	NA	NA	NA	NA	1659	ID75t2_1659	25294	25898	9	1	0	NA	NA
1659	ID75t2_1659	25882	Gepäckmitnahme	0	NA		540	0	NA	NA	NA	NA	1659	ID75t2_1659	25293	25899	6	0	0	NA	NA
1659	ID75t2_1659	25881	tägliches Pendeln (10km)	0	NA		709	5	NA	NA	NA	NA	1659	ID75t2_1659	25290	25898	6	1	0	NA	NA
1659	ID75t2_1659	25881	tägliches Pendeln (10km)	0	NA		709	5	NA	NA	NA	NA	1659	ID75t2_1659	25289	25899	9	0	0	NA	NA
1659	ID75t2_1659	25880	Anbindung meiner Ziele	2	NA		307	22	NA	NA	NA	NA	1659	ID75t2_1659	25288	25898	9	1	0	NA	NA
1659	ID75t2_1659	25880	Anbindung meiner Ziele	2	NA		307	22	NA	NA	NA	NA	1659	ID75t2_1659	25287	25899	6	0	0	NA	NA
1659	ID75t2_1659	25879	Erwerb eines Nutzungsrechts	0	NA		932	26	NA	NA	NA	NA	1659	ID75t2_1659	25286	25899	6	1	0	NA	NA
1659	ID75t2_1659	25878	Erwerb von Eigentum	1	NA		55	12	NA	NA	NA	NA	1659	ID75t2_1659	25285	25898	6	1	0	NA	NA
1659	ID75t2_1659	25877	Wertverlust	-3	NA		88	527	NA	NA	NA	NA	1659	ID75t2_1659	25284	25898	6	1	0	NA	NA
1663	ID76_1663	25943	kein vorankommen mit alkohol	0	NA	21:25:27	80	36	NA	NA	NA	NA	1663	ID76_1663	25350	25933	6	1	0	NA	NA
1663	ID76_1663	25942	Zeit bleibt auf der Strecke	-3	NA		862	101	NA	NA	NA	NA	1663	ID76_1663	25363	25932	6	1	0	NA	NA
1663	ID76_1663	25941	viele Menschen	-1	NA		596	150	NA	NA	NA	NA	1663	ID76_1663	25356	25932	6	1	0	NA	NA
1663	ID76_1663	25941	viele Menschen	-1	NA		596	150	NA	NA	NA	NA	1663	ID76_1663	25355	25939	6	1	0	NA	NA
1663	ID76_1663	25940	schlechte verbindungen	-3	NA	21:20:59	820	469	NA	NA	NA	NA	1663	ID76_1663	25360	25932	6	1	0	NA	NA
1663	ID76_1663	25938	keine verantwortung	3	NA		770	245	NA	NA	NA	NA	1663	ID76_1663	25357	25932	6	1	0	NA	NA
1663	ID76_1663	25937	freiheit	3	NA		77	318	NA	NA	NA	NA	1663	ID76_1663	25352	25936	6	1	0	NA	NA
1663	ID76_1663	25937	freiheit	3	NA		77	318	NA	NA	NA	NA	1663	ID76_1663	25351	25933	6	1	0	NA	NA
1663	ID76_1663	25936	emotionen beim fahren (freude)	2	NA		188	513	NA	NA	NA	NA	1663	ID76_1663	25353	25933	6	1	0	NA	NA
1663	ID76_1663	25935	flexibel	3	NA		259	124	NA	NA	NA	NA	1663	ID76_1663	25354	25934	6	1	0	NA	NA
1663	ID76_1663	25935	flexibel	3	NA		259	124	NA	NA	NA	NA	1663	ID76_1663	25348	25933	6	1	0	NA	NA
1663	ID76_1663	25934	unkompliziert	1	NA		20	135	NA	NA	NA	NA	1663	ID76_1663	25347	25933	6	1	0	NA	NA
1663	ID76_1663	25933	Eigener Pkw	0	NA		273	344	NA	NA	NA	NA	1663	ID76_1663	25346	25932	6	0	0	NA	NA
1665	ID76t2_1665	25973	gniedrige kosten	1	NA		502	161	NA	NA	NA	NA	1665	ID76t2_1665	25401	25968	6	1	0	NA	NA
1665	ID76t2_1665	25972	monatliche kosten	-1	NA		463	32	NA	NA	NA	NA	1665	ID76t2_1665	25400	25967	6	1	0	NA	NA
1665	ID76t2_1665	25971	wertverlust	-1	NA	21:40:06	294	54	NA	NA	NA	NA	1665	ID76t2_1665	25398	25967	6	1	0	NA	NA
1665	ID76t2_1665	25967	Eigener Pkw	0	NA		273	343	NA	NA	NA	NA	1665	ID76t2_1665	25385	25968	6	0	0	NA	NA
1665	ID76t2_1665	25966	unkompliziert	1	NA		20	135	NA	NA	NA	NA	1665	ID76t2_1665	25384	25967	6	1	0	NA	NA
1665	ID76t2_1665	25965	flexibel	3	NA		259	124	NA	NA	NA	NA	1665	ID76t2_1665	25383	25967	6	1	0	NA	NA
1665	ID76t2_1665	25965	flexibel	3	NA		259	124	NA	NA	NA	NA	1665	ID76t2_1665	25377	25966	6	1	0	NA	NA
1665	ID76t2_1665	25964	emotionen beim fahren (freude)	2	NA		188	513	NA	NA	NA	NA	1665	ID76t2_1665	25378	25967	6	1	0	NA	NA
1665	ID76t2_1665	25963	freiheit	3	NA		77	318	NA	NA	NA	NA	1665	ID76t2_1665	25380	25967	6	1	0	NA	NA
1665	ID76t2_1665	25963	freiheit	3	NA		77	318	NA	NA	NA	NA	1665	ID76t2_1665	25379	25964	6	1	0	NA	NA
1665	ID76t2_1665	25962	keine verantwortung	3	NA		770	245	NA	NA	NA	NA	1665	ID76t2_1665	25374	25968	6	1	0	NA	NA
1665	ID76t2_1665	25960	schlechte verbindungen	-3	NA	21:20:59	820	469	NA	NA	NA	NA	1665	ID76t2_1665	25373	25968	6	1	0	NA	NA
1665	ID76t2_1665	25959	viele Menschen	-1	NA		596	150	NA	NA	NA	NA	1665	ID76t2_1665	25376	25961	6	1	0	NA	NA
1665	ID76t2_1665	25959	viele Menschen	-1	NA		596	150	NA	NA	NA	NA	1665	ID76t2_1665	25375	25968	6	1	0	NA	NA
1665	ID76t2_1665	25958	Zeit bleibt auf der Strecke	-3	NA		862	101	NA	NA	NA	NA	1665	ID76t2_1665	25370	25968	6	1	0	NA	NA
1665	ID76t2_1665	25957	kein vorankommen mit alkohol	0	NA	21:25:27	80	36	NA	NA	NA	NA	1665	ID76t2_1665	25382	25967	6	1	0	NA	NA
1664	ID77_1664	25976	Stau	-3	NA		81	497	NA	NA	NA	NA	1664	ID77_1664	25407	25947	6	1	0	NA	NA
1664	ID77_1664	25975	Umwelt	3	NA		896	474	NA	NA	NA	NA	1664	ID77_1664	25403	25946	6	1	0	NA	NA
1664	ID77_1664	25974	Zeit	2	NA	21:42:04	917	132	NA	NA	NA	NA	1664	ID77_1664	25399	25946	6	1	0	NA	NA
1664	ID77_1664	25970	Sicherheit	0	NA	21:40:02	433	202	NA	NA	NA	NA	1664	ID77_1664	25391	25947	6	0	0	NA	NA
1664	ID77_1664	25970	Sicherheit	0	NA	21:40:02	433	202	NA	NA	NA	NA	1664	ID77_1664	25389	25946	6	1	0	NA	NA
1664	ID77_1664	25969	Laufende Kosten	-2	NA	21:39:09	446	544	NA	NA	NA	NA	1664	ID77_1664	25386	25954	6	1	0	NA	NA
1664	ID77_1664	25956	Freunde fahren	2	NA		20	342	NA	NA	NA	NA	1664	ID77_1664	25405	25947	6	1	0	NA	NA
1664	ID77_1664	25955	Flexibel	3	NA		280	89	NA	NA	NA	NA	1664	ID77_1664	25406	25947	6	1	0	NA	NA
1664	ID77_1664	25955	Flexibel	3	NA		280	89	NA	NA	NA	NA	1664	ID77_1664	25388	25948	6	1	0	NA	NA
1664	ID77_1664	25954	Teuer	-2	NA		269	462	NA	NA	NA	NA	1664	ID77_1664	25387	25947	6	1	0	NA	NA
1664	ID77_1664	25953	mobil	1	NA	21:35:28	640	76	NA	NA	NA	NA	1664	ID77_1664	25394	25946	6	1	0	NA	NA
1664	ID77_1664	25952	Ausfälle	-3	NA		951	366	NA	NA	NA	NA	1664	ID77_1664	25396	25946	6	1	0	NA	NA
1664	ID77_1664	25952	Ausfälle	-3	NA		951	366	NA	NA	NA	NA	1664	ID77_1664	25392	25951	6	1	0	NA	NA
1664	ID77_1664	25951	Stress	-2	NA		948	233	NA	NA	NA	NA	1664	ID77_1664	25395	25946	6	1	0	NA	NA
1664	ID77_1664	25950	Komfort	3	NA	21:34:12	20	201	NA	NA	NA	NA	1664	ID77_1664	25404	25947	6	1	0	NA	NA
1664	ID77_1664	25949	Günstiger	3	NA		815	38	NA	NA	NA	NA	1664	ID77_1664	25393	25946	6	1	0	NA	NA
1664	ID77_1664	25948	Freiheit 	3	NA	21:33:27	95	80	NA	NA	NA	NA	1664	ID77_1664	25367	25947	6	1	0	NA	NA
1664	ID77_1664	25947	Eigener Pkw	0	NA		197	348	NA	NA	NA	NA	1664	ID77_1664	25365	25946	6	0	0	NA	NA
1667	ID77t2_1667	25995	Eigener Pkw	0	NA		197	348	NA	NA	NA	NA	1667	ID77t2_1667	25430	25996	6	0	0	NA	NA
1667	ID77t2_1667	25994	Freiheit 	3	NA	21:33:27	95	80	NA	NA	NA	NA	1667	ID77t2_1667	25429	25995	6	1	0	NA	NA
1667	ID77t2_1667	25993	Günstiger	3	NA		815	38	NA	NA	NA	NA	1667	ID77t2_1667	25420	25996	6	1	0	NA	NA
1667	ID77t2_1667	25992	Komfort	3	NA	21:34:12	20	201	NA	NA	NA	NA	1667	ID77t2_1667	25413	25995	6	1	0	NA	NA
1667	ID77t2_1667	25991	Stress	-2	NA		948	233	NA	NA	NA	NA	1667	ID77t2_1667	25418	25996	6	1	0	NA	NA
1667	ID77t2_1667	25990	Ausfälle	-3	NA		951	366	NA	NA	NA	NA	1667	ID77t2_1667	25421	25991	6	1	0	NA	NA
1667	ID77t2_1667	25990	Ausfälle	-3	NA		951	366	NA	NA	NA	NA	1667	ID77t2_1667	25417	25996	6	1	0	NA	NA
1667	ID77t2_1667	25989	mobil	1	NA	21:35:28	640	76	NA	NA	NA	NA	1667	ID77t2_1667	25419	25996	6	1	0	NA	NA
1667	ID77t2_1667	25988	Teuer	-2	NA		269	462	NA	NA	NA	NA	1667	ID77t2_1667	25426	25995	6	1	0	NA	NA
1667	ID77t2_1667	25987	Flexibel	3	NA		280	89	NA	NA	NA	NA	1667	ID77t2_1667	25425	25994	6	1	0	NA	NA
1667	ID77t2_1667	25987	Flexibel	3	NA		280	89	NA	NA	NA	NA	1667	ID77t2_1667	25411	25995	6	1	0	NA	NA
1667	ID77t2_1667	25986	Freunde fahren	2	NA		20	342	NA	NA	NA	NA	1667	ID77t2_1667	25412	25995	6	1	0	NA	NA
1667	ID77t2_1667	25985	Laufende Kosten	-2	NA	21:39:09	446	544	NA	NA	NA	NA	1667	ID77t2_1667	25427	25988	6	1	0	NA	NA
1667	ID77t2_1667	25984	Sicherheit	0	NA	21:40:02	433	202	NA	NA	NA	NA	1667	ID77t2_1667	25424	25996	6	1	0	NA	NA
1667	ID77t2_1667	25984	Sicherheit	0	NA	21:40:02	433	202	NA	NA	NA	NA	1667	ID77t2_1667	25423	25995	6	0	0	NA	NA
1667	ID77t2_1667	25983	Zeit	2	NA	21:42:04	917	132	NA	NA	NA	NA	1667	ID77t2_1667	25416	25996	6	1	0	NA	NA
1667	ID77t2_1667	25982	Umwelt	3	NA		896	474	NA	NA	NA	NA	1667	ID77t2_1667	25415	25996	6	1	0	NA	NA
1667	ID77t2_1667	25981	Stau	-3	NA		81	497	NA	NA	NA	NA	1667	ID77t2_1667	25410	25995	6	1	0	NA	NA
1669	ID79_1669	26030	kann die Stopps bestimmen	1	NA		108	272	NA	NA	NA	NA	1669	ID79_1669	25464	26027	6	1	0	NA	NA
1669	ID79_1669	26030	kann die Stopps bestimmen	1	NA		108	272	NA	NA	NA	NA	1669	ID79_1669	25463	26013	6	1	0	NA	NA
1669	ID79_1669	26030	kann die Stopps bestimmen	1	NA		108	272	NA	NA	NA	NA	1669	ID79_1669	25440	26006	6	1	0	NA	NA
